source_system,source_identifier,wellbore_uid,well_code,sidetrack_code,operator_label,match_method,match_confidence,identity_kind,occurrences,official_identifiers,evidence,first_seen_in
TRAJ,cf870b7d-087b-4797-b000-4968e9f1beaf,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,XML_UID_WELL,1,UUID:cf870b7d-087b-4797-b000-4968e9f1beaf,UUID cf870b7d-087b-4797-b000-4968e9f1beaf (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-14'),data/landing/traj/Norway-Statoil-NO_15-9-F-14/1/trajectory/1.xml
WITSML,05fb8aee-3461-4071-8ac5-975b9bb5cc4f,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,XML_UID_WELLBORE,597,UUID:05fb8aee-3461-4071-8ac5-975b9bb5cc4f,UUID 05fb8aee-3461-4071-8ac5-975b9bb5cc4f (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-14'),data/landing/witsml/Norway-Statoil-NO_15-9-F-14/1/_wellboreInfo/NO 15_$47$_9-F-14 (05fb8aee-3461-4071-8ac5-975b9bb5cc4f)(NULL).xml
WITSML,15/9-F-14,15/9-F-14,15/9-F-14,,,EXACT,1.00,XML_NAME_WELL,3,W_NUMBER:W-353085,already canonical; corroborated by W_NUMBER W-353085 (from TRAJ XML_NAME_WELL '15/9-F-14'),data/landing/witsml/Norway-StatoilHydro-15-9-F-14/1/_wellboreInfo/15_$47$_9-F-14 - Main Wellbore (B-353085)(NULL).xml
WITSML,15/9-F-14 - Main Wellbore,15/9-F-14,15/9-F-14,,,NORMALIZED,0.90,XML_NAME_WELLBORE,1,B_NUMBER:B-353085,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-14; corroborated by B_NUMBER B-353085 (from TRAJ XML_NAME_WELLBORE '15/9-F-14 - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-14/1/_wellboreInfo/15_$47$_9-F-14 - Main Wellbore (B-353085)(NULL).xml
WITSML,B-353085,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,B_NUMBER:B-353085,B_NUMBER B-353085 (from TRAJ XML_NAME_WELLBORE '15/9-F-14 - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-14/1/_wellboreInfo/15_$47$_9-F-14 - Main Wellbore (B-353085)(NULL).xml
WITSML,NO 15/9-F-14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,1195,UUID:cf870b7d-087b-4797-b000-4968e9f1beaf;UUID:05fb8aee-3461-4071-8ac5-975b9bb5cc4f,stages a-d; decided at b_strip_prefixes; corroborated by UUID cf870b7d-087b-4797-b000-4968e9f1beaf (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-14'),data/landing/witsml/Norway-Statoil-NO_15-9-F-14/1/_wellboreInfo/NO 15_$47$_9-F-14 (05fb8aee-3461-4071-8ac5-975b9bb5cc4f)(NULL).xml
WITSML,Norway-Statoil-NO 15_$47$_9-F-14,15/9-F-14,15/9-F-14,,Statoil,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,607,,stages a-d; decided at c_canonical_separators,WITSML landing root
WITSML,Norway-StatoilHydro-15_$47$_9-F-14,15/9-F-14,15/9-F-14,,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,9,,stages a-d; decided at c_canonical_separators,WITSML landing root
WITSML,W-353085,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,XML_UID_WELL,3,W_NUMBER:W-353085,W_NUMBER W-353085 (from TRAJ XML_NAME_WELL '15/9-F-14'),data/landing/witsml/Norway-StatoilHydro-15-9-F-14/1/_wellboreInfo/15_$47$_9-F-14 - Main Wellbore (B-353085)(NULL).xml
WITSML,cf870b7d-087b-4797-b000-4968e9f1beaf,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,XML_UID_WELL,598,UUID:cf870b7d-087b-4797-b000-4968e9f1beaf,UUID cf870b7d-087b-4797-b000-4968e9f1beaf (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-14'),data/landing/witsml/Norway-Statoil-NO_15-9-F-14/1/_wellboreInfo/NO 15_$47$_9-F-14 (05fb8aee-3461-4071-8ac5-975b9bb5cc4f)(NULL).xml
SIM,F-14A,15/9-F-14 A,15/9-F-14,A,,NORMALIZED,0.70,ECLIPSE_WELSPECS,1,,"simulator well name; block 15/9 assumed because the name omits it, then corroborated by a source that named its own block",data/landing/sim/Reservoir_Model-Eclipse_model/Volve_sim_model_PPA-Eclipse Res Model/F-14A_revp1.INC
TRAJ,15_9-F-14 A,15/9-F-14 A,15/9-F-14,A,,NORMALIZED,0.95,WELLBORE_FOLDER,3,,stages a-d; decided at d_split_sidetrack,Well_technical_data/WellWellbore
ARCHIVE,15_9-F-15,15/9-F-15,15/9-F-15,,,NORMALIZED,0.95,ARCHIVE_NAME,109,,stages a-d; decided at c_canonical_separators,15_9-F-15.zip
ARCHIVE,Norway-Statoil-NO 15_$47$_9-F-15,15/9-F-15,15/9-F-15,,Statoil,NORMALIZED,0.95,ARCHIVE_NAME,2817,,stages a-d; decided at c_canonical_separators,Norway-Statoil-NO 15_$47$_9-F-15.zip
ARCHIVE,Norway-StatoilHydro-15_$47$_9-F-15,15/9-F-15,15/9-F-15,,StatoilHydro,NORMALIZED,0.95,ARCHIVE_NAME,9,,stages a-d; decided at c_canonical_separators,Norway-StatoilHydro-15_$47$_9-F-15.zip
DDR,15/9-F-15,15/9-F-15,15/9-F-15,,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,138,NPD_NUMBER:6184,already canonical; corroborated by NPD_NUMBER 6184 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_2007_11_19.xml
DDR,15_9_F_15,15/9-F-15,15/9-F-15,,,NORMALIZED,0.95,FILE_NAME,207,,stages a-d; decided at c_canonical_separators,Daily Drilling Report file names
DDR,6184,15/9-F-15,15/9-F-15,,,IDENTIFIER,1.00,NPD_NUMBER,69,NPD_NUMBER:6184,NPD_NUMBER 6184 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_2007_11_19.xml
DDR,NO 15/9-F-15,15/9-F-15,15/9-F-15,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,138,NPD_NUMBER:6184,stages a-d; decided at b_strip_prefixes; corroborated by NPD_NUMBER 6184 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_2007_11_19.xml
DOC,15_9-F-15,15/9-F-15,15/9-F-15,,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,13,,stages a-d; decided at c_canonical_separators,DOC landing root
LOG,15/9-F-15,15/9-F-15,15/9-F-15,,StatoilHydro,EXACT,1.00,LAS_WELL,7,,already canonical,data/landing/log/15_9-F-15/02.LWD_EWL/WLC_RAW_BHPR-GR-MECH_MWD_1.LAS
LOG,15/9-F15,15/9-F-15,15/9-F-15,,XXXXX,NORMALIZED,0.95,LAS_WELL,2,,stages a-d; decided at c_canonical_separators,data/landing/log/15_9-F-15/13.GEOCHEM/GCH_REPORT_1_ENCL_2.LAS
LOG,15_9-F-15,15/9-F-15,15/9-F-15,,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,96,,stages a-d; decided at c_canonical_separators,LOG landing root
TRAJ,15/9-F-15,15/9-F-15,15/9-F-15,,,EXACT,1.00,XML_NAME_WELL,2,W_NUMBER:W-826806,already canonical; corroborated by W_NUMBER W-826806 (from TRAJ XML_NAME_WELL '15/9-F-15'),data/landing/traj/Norway-StatoilHydro-15-9-F-15/1/trajectory/1.xml
TRAJ,15/9-F-15 - Main Wellbore,15/9-F-15,15/9-F-15,,,NORMALIZED,0.90,XML_NAME_WELLBORE,2,B_NUMBER:B-826806,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-15; corroborated by B_NUMBER B-826806 (from TRAJ XML_NAME_WELLBORE '15/9-F-15 - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-15/1/trajectory/1.xml
TRAJ,15_9-F-15,15/9-F-15,15/9-F-15,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,17,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
TRAJ,B-826806,15/9-F-15,15/9-F-15,,,IDENTIFIER,1.00,XML_UID_WELLBORE,2,B_NUMBER:B-826806,B_NUMBER B-826806 (from TRAJ XML_NAME_WELLBORE '15/9-F-15 - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-15/1/trajectory/1.xml
TRAJ,NO 15/9-F-15,15/9-F-15,15/9-F-15,,,NORMALIZED,0.95,XML_NAME_WELL,2,UUID:dd19bf7b-02a7-4383-9038-ce201cee4d91,stages a-d; decided at b_strip_prefixes; corroborated by UUID dd19bf7b-02a7-4383-9038-ce201cee4d91 (from TRAJ XML_NAME_WELL 'NO 15/9-F-15'),data/landing/traj/Norway-Statoil-NO_15-9-F-15/1/trajectory/1.xml
TRAJ,Norway-Statoil-NO 15_$47$_9-F-15,15/9-F-15,15/9-F-15,,Statoil,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,4,,stages a-d; decided at c_canonical_separators,TRAJ landing root
TRAJ,Norway-StatoilHydro-15_$47$_9-F-15,15/9-F-15,15/9-F-15,,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,3,,stages a-d; decided at c_canonical_separators,TRAJ landing root
TRAJ,W-826806,15/9-F-15,15/9-F-15,,,IDENTIFIER,1.00,XML_UID_WELL,2,W_NUMBER:W-826806,W_NUMBER W-826806 (from TRAJ XML_NAME_WELL '15/9-F-15'),data/landing/traj/Norway-StatoilHydro-15-9-F-15/1/trajectory/1.xml
TRAJ,dd19bf7b-02a7-4383-9038-ce201cee4d91,15/9-F-15,15/9-F-15,,,IDENTIFIER,1.00,XML_UID_WELL,2,UUID:dd19bf7b-02a7-4383-9038-ce201cee4d91,UUID dd19bf7b-02a7-4383-9038-ce201cee4d91 (from TRAJ XML_NAME_WELL 'NO 15/9-F-15'),data/landing/traj/Norway-Statoil-NO_15-9-F-15/1/trajectory/1.xml
WITSML,15/9-F-15,15/9-F-15,15/9-F-15,,,EXACT,1.00,XML_NAME_WELL,2,W_NUMBER:W-826806,already canonical; corroborated by W_NUMBER W-826806 (from TRAJ XML_NAME_WELL '15/9-F-15'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15/1/_wellboreInfo/15_$47$_9-F-15 - Main Wellbore (B-826806)(NULL).xml
WITSML,15/9-F-15 - Main Wellbore,15/9-F-15,15/9-F-15,,,NORMALIZED,0.90,XML_NAME_WELLBORE,1,B_NUMBER:B-826806,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-15; corroborated by B_NUMBER B-826806 (from TRAJ XML_NAME_WELLBORE '15/9-F-15 - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15/1/_wellboreInfo/15_$47$_9-F-15 - Main Wellbore (B-826806)(NULL).xml
WITSML,B-826806,15/9-F-15,15/9-F-15,,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,B_NUMBER:B-826806,B_NUMBER B-826806 (from TRAJ XML_NAME_WELLBORE '15/9-F-15 - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15/1/_wellboreInfo/15_$47$_9-F-15 - Main Wellbore (B-826806)(NULL).xml
WITSML,NO 15/9-F-15,15/9-F-15,15/9-F-15,,,NORMALIZED,0.95,XML_NAME_WELL,2795,UUID:dd19bf7b-02a7-4383-9038-ce201cee4d91,stages a-d; decided at b_strip_prefixes; corroborated by UUID dd19bf7b-02a7-4383-9038-ce201cee4d91 (from TRAJ XML_NAME_WELL 'NO 15/9-F-15'),data/landing/witsml/Norway-Statoil-NO_15-9-F-15/1/_wellboreInfo/NO 15_$47$_9-F-15 C (9ab4989d-11c6-4ac1-83c1-e74362292dd8)(NULL).xml
WITSML,Norway-Statoil-NO 15_$47$_9-F-15,15/9-F-15,15/9-F-15,,Statoil,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,2813,,stages a-d; decided at c_canonical_separators,WITSML landing root
WITSML,Norway-StatoilHydro-15_$47$_9-F-15,15/9-F-15,15/9-F-15,,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,6,,stages a-d; decided at c_canonical_separators,WITSML landing root
WITSML,W-826806,15/9-F-15,15/9-F-15,,,IDENTIFIER,1.00,XML_UID_WELL,2,W_NUMBER:W-826806,W_NUMBER W-826806 (from TRAJ XML_NAME_WELL '15/9-F-15'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15/1/_wellboreInfo/15_$47$_9-F-15 - Main Wellbore (B-826806)(NULL).xml
WITSML,dd19bf7b-02a7-4383-9038-ce201cee4d91,15/9-F-15,15/9-F-15,,,IDENTIFIER,1.00,XML_UID_WELL,2795,UUID:dd19bf7b-02a7-4383-9038-ce201cee4d91,UUID dd19bf7b-02a7-4383-9038-ce201cee4d91 (from TRAJ XML_NAME_WELL 'NO 15/9-F-15'),data/landing/witsml/Norway-Statoil-NO_15-9-F-15/1/_wellboreInfo/NO 15_$47$_9-F-15 C (9ab4989d-11c6-4ac1-83c1-e74362292dd8)(NULL).xml
ARCHIVE,15_9-F-15 A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,ARCHIVE_NAME,129,,stages a-d; decided at d_split_sidetrack,15_9-F-15 A.zip
ARCHIVE,Norway-StatoilHydro-15_$47$_9-F-15A,15/9-F-15 A,15/9-F-15,A,StatoilHydro,NORMALIZED,0.95,ARCHIVE_NAME,9,,stages a-d; decided at d_split_sidetrack,Norway-StatoilHydro-15_$47$_9-F-15A.zip
DDR,15/9-F-15 A,15/9-F-15 A,15/9-F-15,A,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,68,NPD_NUMBER:5785,already canonical; corroborated by NPD_NUMBER 5785 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 A'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_A_2008_12_12.xml
DDR,15_9_F_15_A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,FILE_NAME,102,,stages a-d; decided at d_split_sidetrack,Daily Drilling Report file names
DDR,5785,15/9-F-15 A,15/9-F-15,A,,IDENTIFIER,1.00,NPD_NUMBER,34,NPD_NUMBER:5785,NPD_NUMBER 5785 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 A'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_A_2008_12_12.xml
DDR,NO 15/9-F-15 A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,68,NPD_NUMBER:5785,stages a-d; decided at d_split_sidetrack; corroborated by NPD_NUMBER 5785 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 A'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_A_2008_12_12.xml
DOC,15_9-F-15 A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,6,,stages a-d; decided at d_split_sidetrack,DOC landing root
LOG,15/9-F-15 A,15/9-F-15 A,15/9-F-15,A,StatoilHydro,EXACT,1.00,LAS_WELL,14,,already canonical,data/landing/log/15_9-F-15_A/02.LWD_EWL/WLC_RAW_BHPR-GR-MECH_MWD_1.LAS
LOG,15/9-F-15A,15/9-F-15 A,15/9-F-15,A,STATOILHYDRO,NORMALIZED,0.95,LAS_WELL,7,,stages a-d; decided at d_split_sidetrack,data/landing/vsp/15_9-F-15_A/08.VSP_VELOCITY/TZV_TIME_SYNSEIS_1.LAS
LOG,15_9-F-15 A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,66,,stages a-d; decided at d_split_sidetrack,LOG landing root
LOG,NO_15/9-F-15_A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,LAS_WELL,1,,stages a-d; decided at d_split_sidetrack,data/landing/log/15_9-F-15_A/05.PETROPHYSICAL INTERPRETATION/geomod09/NO_15_9-F-15_A_KLOGH_NEW.las
TRAJ,15/9-F-15A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,XML_NAME_WELL,2,W_NUMBER:W-861401,stages a-d; decided at d_split_sidetrack; corroborated by W_NUMBER W-861401 (from TRAJ XML_NAME_WELL '15/9-F-15A'),data/landing/traj/Norway-StatoilHydro-15-9-F-15A/1/trajectory/1.xml
TRAJ,15/9-F-15A - Main Wellbore,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.90,XML_NAME_WELLBORE,2,B_NUMBER:B-861401,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-15 A; corroborated by B_NUMBER B-861401 (from TRAJ XML_NAME_WELLBORE '15/9-F-15A - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-15A/1/trajectory/1.xml
TRAJ,15_9-F-15 A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,WELLBORE_FOLDER,2,,stages a-d; decided at d_split_sidetrack,Well_technical_data/WellWellbore
TRAJ,B-861401,15/9-F-15 A,15/9-F-15,A,,IDENTIFIER,1.00,XML_UID_WELLBORE,2,B_NUMBER:B-861401,B_NUMBER B-861401 (from TRAJ XML_NAME_WELLBORE '15/9-F-15A - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-15A/1/trajectory/1.xml
TRAJ,Norway-StatoilHydro-15_$47$_9-F-15A,15/9-F-15 A,15/9-F-15,A,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,3,,stages a-d; decided at d_split_sidetrack,TRAJ landing root
TRAJ,W-861401,15/9-F-15 A,15/9-F-15,A,,IDENTIFIER,1.00,XML_UID_WELL,2,W_NUMBER:W-861401,W_NUMBER W-861401 (from TRAJ XML_NAME_WELL '15/9-F-15A'),data/landing/traj/Norway-StatoilHydro-15-9-F-15A/1/trajectory/1.xml
VSP,15_9-F-15 A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,57,,stages a-d; decided at d_split_sidetrack,VSP landing root
WITSML,15/9-F-15A,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.95,XML_NAME_WELL,2,W_NUMBER:W-861401,stages a-d; decided at d_split_sidetrack; corroborated by W_NUMBER W-861401 (from TRAJ XML_NAME_WELL '15/9-F-15A'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15A/1/_wellboreInfo/15_$47$_9-F-15A - Main Wellbore (B-861401)(NULL).xml
WITSML,15/9-F-15A - Main Wellbore,15/9-F-15 A,15/9-F-15,A,,NORMALIZED,0.90,XML_NAME_WELLBORE,1,B_NUMBER:B-861401,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-15 A; corroborated by B_NUMBER B-861401 (from TRAJ XML_NAME_WELLBORE '15/9-F-15A - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15A/1/_wellboreInfo/15_$47$_9-F-15A - Main Wellbore (B-861401)(NULL).xml
WITSML,B-861401,15/9-F-15 A,15/9-F-15,A,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,B_NUMBER:B-861401,B_NUMBER B-861401 (from TRAJ XML_NAME_WELLBORE '15/9-F-15A - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15A/1/_wellboreInfo/15_$47$_9-F-15A - Main Wellbore (B-861401)(NULL).xml
WITSML,Norway-StatoilHydro-15_$47$_9-F-15A,15/9-F-15 A,15/9-F-15,A,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,6,,stages a-d; decided at d_split_sidetrack,WITSML landing root
WITSML,W-861401,15/9-F-15 A,15/9-F-15,A,,IDENTIFIER,1.00,XML_UID_WELL,2,W_NUMBER:W-861401,W_NUMBER W-861401 (from TRAJ XML_NAME_WELL '15/9-F-15A'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15A/1/_wellboreInfo/15_$47$_9-F-15A - Main Wellbore (B-861401)(NULL).xml
ARCHIVE,15_9-F-15 B,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.95,ARCHIVE_NAME,51,,stages a-d; decided at d_split_sidetrack,15_9-F-15 B.zip
ARCHIVE,Norway-StatoilHydro-15_$47$_9-F-15B,15/9-F-15 B,15/9-F-15,B,StatoilHydro,NORMALIZED,0.95,ARCHIVE_NAME,8,,stages a-d; decided at d_split_sidetrack,Norway-StatoilHydro-15_$47$_9-F-15B.zip
DDR,15/9-F-15 B,15/9-F-15 B,15/9-F-15,B,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,12,NPD_NUMBER:6046,already canonical; corroborated by NPD_NUMBER 6046 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 B'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_B_2009_01_14.xml
DDR,15_9_F_15_B,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.95,FILE_NAME,18,,stages a-d; decided at d_split_sidetrack,Daily Drilling Report file names
DDR,6046,15/9-F-15 B,15/9-F-15,B,,IDENTIFIER,1.00,NPD_NUMBER,6,NPD_NUMBER:6046,NPD_NUMBER 6046 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 B'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_B_2009_01_14.xml
DDR,NO 15/9-F-15 B,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,12,NPD_NUMBER:6046,stages a-d; decided at d_split_sidetrack; corroborated by NPD_NUMBER 6046 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 B'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_B_2009_01_14.xml
DOC,15_9-F-15 B,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,6,,stages a-d; decided at d_split_sidetrack,DOC landing root
LOG,15/9-F-15 B,15/9-F-15 B,15/9-F-15,B,StatoilHydro,EXACT,1.00,LAS_WELL,4,,already canonical,data/landing/log/15_9-F-15_B/03.PRESSURE/FM_PRESS_RAW_RUN11_MWD_1.LAS
LOG,15/9-F-15B,15/9-F-15 B,15/9-F-15,B,StatoilHydro,NORMALIZED,0.95,LAS_WELL,2,,stages a-d; decided at d_split_sidetrack,data/landing/log/15_9-F-15_B/02.LWD_EWL/WL_RAW_BHPR-GR-MECH_MWD_1.LAS
LOG,15_9-F-15 B,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,45,,stages a-d; decided at d_split_sidetrack,LOG landing root
LOG,NO_15/9-F-15_B,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.95,LAS_WELL,1,,stages a-d; decided at d_split_sidetrack,data/landing/log/15_9-F-15_B/05.PETROPHYSICAL INTERPRETATION/geomod09/NO_15_9-F-15_B_KLOGH_NEW.las
TRAJ,15/9-F-15B,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.95,XML_NAME_WELL,1,W_NUMBER:W-854763,stages a-d; decided at d_split_sidetrack; corroborated by W_NUMBER W-854763 (from TRAJ XML_NAME_WELL '15/9-F-15B'),data/landing/traj/Norway-StatoilHydro-15-9-F-15B/1/trajectory/1.xml
TRAJ,15/9-F-15B - Main Wellbore,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.90,XML_NAME_WELLBORE,1,B_NUMBER:B-854763,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-15 B; corroborated by B_NUMBER B-854763 (from TRAJ XML_NAME_WELLBORE '15/9-F-15B - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-15B/1/trajectory/1.xml
TRAJ,15_9-F-15 B,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.95,WELLBORE_FOLDER,4,,stages a-d; decided at d_split_sidetrack,Well_technical_data/WellWellbore
TRAJ,B-854763,15/9-F-15 B,15/9-F-15,B,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,B_NUMBER:B-854763,B_NUMBER B-854763 (from TRAJ XML_NAME_WELLBORE '15/9-F-15B - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-15B/1/trajectory/1.xml
TRAJ,Norway-StatoilHydro-15_$47$_9-F-15B,15/9-F-15 B,15/9-F-15,B,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,2,,stages a-d; decided at d_split_sidetrack,TRAJ landing root
TRAJ,W-854763,15/9-F-15 B,15/9-F-15,B,,IDENTIFIER,1.00,XML_UID_WELL,1,W_NUMBER:W-854763,W_NUMBER W-854763 (from TRAJ XML_NAME_WELL '15/9-F-15B'),data/landing/traj/Norway-StatoilHydro-15-9-F-15B/1/trajectory/1.xml
WITSML,15/9-F-15B,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.95,XML_NAME_WELL,2,W_NUMBER:W-854763,stages a-d; decided at d_split_sidetrack; corroborated by W_NUMBER W-854763 (from TRAJ XML_NAME_WELL '15/9-F-15B'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15B/1/_wellboreInfo/15_$47$_9-F-15B - Main Wellbore (B-854763)(NULL).xml
WITSML,15/9-F-15B - Main Wellbore,15/9-F-15 B,15/9-F-15,B,,NORMALIZED,0.90,XML_NAME_WELLBORE,1,B_NUMBER:B-854763,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-15 B; corroborated by B_NUMBER B-854763 (from TRAJ XML_NAME_WELLBORE '15/9-F-15B - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15B/1/_wellboreInfo/15_$47$_9-F-15B - Main Wellbore (B-854763)(NULL).xml
WITSML,B-854763,15/9-F-15 B,15/9-F-15,B,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,B_NUMBER:B-854763,B_NUMBER B-854763 (from TRAJ XML_NAME_WELLBORE '15/9-F-15B - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15B/1/_wellboreInfo/15_$47$_9-F-15B - Main Wellbore (B-854763)(NULL).xml
WITSML,Norway-StatoilHydro-15_$47$_9-F-15B,15/9-F-15 B,15/9-F-15,B,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,6,,stages a-d; decided at d_split_sidetrack,WITSML landing root
WITSML,W-854763,15/9-F-15 B,15/9-F-15,B,,IDENTIFIER,1.00,XML_UID_WELL,2,W_NUMBER:W-854763,W_NUMBER W-854763 (from TRAJ XML_NAME_WELL '15/9-F-15B'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15B/1/_wellboreInfo/15_$47$_9-F-15B - Main Wellbore (B-854763)(NULL).xml
ARCHIVE,15_9-F-15 C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,ARCHIVE_NAME,92,,stages a-d; decided at d_split_sidetrack,15_9-F-15 C.zip
